timestamp,open,high,low,close,volume,notional,datetime
1728201660000,61932.9,61932.9,61932.6,61932.9,8.347,516952.3457,2024-10-06 08:01:00
1728201720000,61932.9,61938.7,61925.0,61925.0,10.168,629757.4489,2024-10-06 08:02:00
1728201780000,61925.0,61925.1,61907.2,61907.3,20.104,1244663.1074,2024-10-06 08:03:00
1728201840000,61907.3,61907.3,61900.0,61900.8,25.604,1584907.5595,2024-10-06 08:04:00
1728201900000,61900.8,61907.2,61900.8,61907.0,20.199,1250383.1236,2024-10-06 08:05:00
1728201960000,61907.0,61907.1,61906.2,61906.3,24.602,1523023.3845,2024-10-06 08:06:00
1728202020000,61906.3,61906.5,61906.2,61906.2,57.949,3587409.5843,2024-10-06 08:07:00
1728202080000,61906.2,61906.5,61904.5,61904.5,10.403,643997.5344,2024-10-06 08:08:00
1728202140000,61904.5,61905.0,61904.5,61904.9,19.298,1194639.7225,2024-10-06 08:09:00
1728202200000,61904.9,61913.4,61904.7,61913.1,21.38,1323542.4192,2024-10-06 08:10:00
1728202260000,61913.1,61928.4,61913.1,61928.1,49.779,3082641.0185,2024-10-06 08:11:00
1728202320000,61928.1,61928.4,61925.6,61925.7,6.913,428092.5342,2024-10-06 08:12:00
1728202380000,61925.7,61926.9,61925.6,61926.5,4.62,286099.7406,2024-10-06 08:13:00
1728202440000,61926.5,61926.7,61925.6,61925.7,10.162,629289.3408,2024-10-06 08:14:00
1728202500000,61925.7,61953.9,61923.1,61953.6,11.206,694117.7363,2024-10-06 08:15:00
1728202560000,61953.6,61955.2,61953.6,61955.2,10.3,638135.7309,2024-10-06 08:16:00
1728202620000,61955.2,61975.4,61954.9,61975.4,17.95,1112405.2608,2024-10-06 08:17:00
1728202680000,61975.4,61987.2,61960.0,61987.1,25.615,1587451.841,2024-10-06 08:18:00
1728202740000,61987.1,61987.2,61965.9,61966.2,29.548,1831191.6112,2024-10-06 08:19:00
1728202800000,61966.2,61967.2,61965.9,61967.1,25.397,1573773.1893,2024-10-06 08:20:00
1728202860000,61967.1,61974.5,61966.9,61974.4,7.307,452807.0772,2024-10-06 08:21:00
1728202920000,61974.4,61997.4,61974.4,61996.9,17.965,1113700.7185,2024-10-06 08:22:00
1728202980000,61996.9,61997.3,61996.9,61997.2,37.331,2314409.7676,2024-10-06 08:23:00
1728203040000,61997.2,62000.0,61996.9,62000.0,34.437,2135025.2113,2024-10-06 08:24:00
1728203100000,62000.0,62000.0,61999.3,62000.0,94.071,5832396.565,2024-10-06 08:25:00
1728203160000,62000.0,62020.2,61999.9,62016.3,147.749,9161939.8213,2024-10-06 08:26:00
1728203220000,62016.3,62021.6,62009.0,62015.5,79.491,4929567.8529,2024-10-06 08:27:00
1728203280000,62015.5,62015.5,61997.1,62000.0,55.532,3442967.4019,2024-10-06 08:28:00
1728203340000,62000.0,62000.0,61999.4,61999.9,18.383,1139745.3228,2024-10-06 08:29:00
1728203400000,61999.9,62040.2,61999.9,62039.9,33.38,2070420.3057,2024-10-06 08:30:00
1728203460000,62039.9,62050.0,62038.8,62050.0,74.646,4631564.0269,2024-10-06 08:31:00
1728203520000,62050.0,62050.0,62013.2,62017.5,68.945,4277087.7097,2024-10-06 08:32:00
1728203580000,62017.5,62017.8,62003.2,62003.5,58.697,3639412.4228,2024-10-06 08:33:00
1728203640000,62003.5,62003.5,61982.3,61991.4,72.545,4496939.5964,2024-10-06 08:34:00
1728203700000,61991.4,61996.0,61980.0,61980.0,23.207,1438565.9719,2024-10-06 08:35:00
1728203760000,61980.0,61980.0,61969.6,61969.9,13.853,858469.3124,2024-10-06 08:36:00
1728203820000,61969.9,61969.9,61957.0,61967.7,27.785,1721646.1673,2024-10-06 08:37:00
1728203880000,61967.7,61975.4,61967.6,61975.4,42.225,2616786.2334,2024-10-06 08:38:00
1728203940000,61975.4,61985.8,61975.4,61984.4,17.27,1070449.9223,2024-10-06 08:39:00
1728204000000,61984.4,61984.7,61978.8,61984.6,36.827,2282639.3095,2024-10-06 08:40:00
1728204060000,61984.6,61990.2,61973.8,61973.8,14.09,873401.0996,2024-10-06 08:41:00
1728204120000,61973.8,61987.8,61973.8,61987.8,16.53,1024502.2884,2024-10-06 08:42:00
1728204180000,61987.8,61997.1,61987.5,61997.1,7.685,476407.5142,2024-10-06 08:43:00
1728204240000,61997.1,61997.1,61996.8,61997.1,17.189,1065666.4213,2024-10-06 08:44:00
1728204300000,61997.1,61997.1,61965.2,61965.4,12.504,774916.4763,2024-10-06 08:45:00
1728204360000,61965.4,61982.0,61965.4,61981.7,10.444,647298.6703,2024-10-06 08:46:00
1728204420000,61981.7,61986.2,61965.2,61970.4,16.633,1030926.4337,2024-10-06 08:47:00
1728204480000,61970.4,61987.8,61970.4,61987.6,27.209,1686619.171,2024-10-06 08:48:00
1728204540000,61987.6,61987.6,61981.2,61987.4,6.611,409773.009,2024-10-06 08:49:00
1728204600000,61987.4,61987.7,61987.4,61987.4,6.027,373598.6825,2024-10-06 08:50:00
1728204660000,61987.4,61987.4,61984.1,61984.1,3.897,241553.2785,2024-10-06 08:51:00
1728204720000,61984.1,61984.4,61979.6,61979.9,4.865,301539.8077,2024-10-06 08:52:00
1728204780000,61979.9,61979.9,61979.6,61979.9,8.857,548954.764,2024-10-06 08:53:00
1728204840000,61979.9,61979.9,61979.6,61979.9,2.791,172985.4086,2024-10-06 08:54:00
1728204900000,61979.9,61979.9,61963.0,61963.2,7.358,455991.3205,2024-10-06 08:55:00
1728204960000,61963.2,61971.2,61960.0,61968.0,16.339,1012483.0119,2024-10-06 08:56:00
1728205020000,61968.0,61968.3,61967.3,61967.4,6.587,408182.6012,2024-10-06 08:57:00
1728205080000,61967.4,61967.4,61964.1,61964.4,5.202,322346.2936,2024-10-06 08:58:00
1728205140000,61964.4,61970.2,61964.1,61970.2,18.271,1132248.1678,2024-10-06 08:59:00
1728205200000,61970.2,61970.2,61965.0,61965.0,16.531,1024345.5994,2024-10-06 09:00:00
1728205260000,61965.0,61965.3,61962.9,61962.9,20.418,1265186.0735,2024-10-06 09:01:00
1728205320000,61962.9,61969.9,61962.9,61969.9,5.968,369803.7448,2024-10-06 09:02:00
1728205380000,61969.9,61981.7,61969.6,61981.5,4.491,278316.066,2024-10-06 09:03:00
1728205440000,61981.5,61981.7,61979.6,61979.6,5.162,319945.2483,2024-10-06 09:04:00
1728205500000,61979.6,61979.9,61979.6,61979.6,5.487,340082.8034,2024-10-06 09:05:00
1728205560000,61979.6,62003.2,61979.2,62002.9,13.211,818924.9259,2024-10-06 09:06:00
1728205620000,62002.9,62003.2,62002.9,62003.2,31.279,1939392.8213,2024-10-06 09:07:00
1728205680000,62003.2,62003.2,62003.0,62003.0,31.706,1965869.365,2024-10-06 09:08:00
1728205740000,62003.0,62003.5,62002.9,62003.2,11.512,713779.6708,2024-10-06 09:09:00
1728205800000,62003.2,62006.2,61991.3,61991.3,27.518,1706071.5243,2024-10-06 09:10:00
1728205860000,61991.3,61991.3,61962.7,61962.7,28.449,1763159.7579,2024-10-06 09:11:00
1728205920000,61962.7,61962.9,61962.7,61962.8,8.509,527241.0089,2024-10-06 09:12:00
1728205980000,61962.8,61992.9,61960.4,61992.9,11.514,713542.4878,2024-10-06 09:13:00
1728206040000,61992.9,61992.9,61979.8,61982.0,8.83,547310.8894,2024-10-06 09:14:00
1728206100000,61982.0,61992.9,61981.7,61991.3,10.703,663497.342,2024-10-06 09:15:00
1728206160000,61991.3,61995.3,61991.3,61995.2,24.461,1516409.3414,2024-10-06 09:16:00
1728206220000,61995.2,61995.2,61989.1,61989.3,38.174,2366383.4147,2024-10-06 09:17:00
1728206280000,61989.3,61990.4,61989.2,61989.2,16.153,1001316.8999,2024-10-06 09:18:00
1728206340000,61989.2,61996.9,61988.5,61996.6,26.454,1639967.3915,2024-10-06 09:19:00
1728206400000,61996.6,61998.2,61996.6,61998.2,17.199,1066288.815,2024-10-06 09:20:00
1728206460000,61998.2,62016.1,61998.2,62012.2,8.284,513716.234,2024-10-06 09:21:00
1728206520000,62012.2,62015.0,62012.2,62015.0,5.954,369236.8163,2024-10-06 09:22:00
1728206580000,62015.0,62015.0,62012.5,62012.5,9.002,558254.4757,2024-10-06 09:23:00
1728206640000,62012.5,62015.0,62012.5,62015.0,9.792,607233.7854,2024-10-06 09:24:00
1728206700000,62015.0,62048.2,62015.0,62042.7,20.964,1300654.0365,2024-10-06 09:25:00
1728206760000,62042.7,62042.9,62023.0,62023.2,48.855,3030855.0652,2024-10-06 09:26:00
1728206820000,62023.2,62030.0,62023.0,62030.0,41.938,2601217.1851,2024-10-06 09:27:00
1728206880000,62030.0,62030.0,62024.0,62024.0,33.894,2102313.6816,2024-10-06 09:28:00
1728206940000,62024.0,62024.3,62024.0,62024.3,33.548,2080782.3826,2024-10-06 09:29:00
1728207000000,62024.3,62025.0,62024.0,62025.0,16.226,1006409.8539,2024-10-06 09:30:00
1728207060000,62025.0,62038.5,62024.9,62028.9,15.522,962899.6611,2024-10-06 09:31:00
1728207120000,62028.9,62028.9,62024.3,62024.3,26.163,1622840.5743,2024-10-06 09:32:00
1728207180000,62024.3,62024.3,62020.0,62020.0,6.492,402637.3872,2024-10-06 09:33:00
1728207240000,62020.0,62020.1,62012.9,62012.9,13.373,829314.1916,2024-10-06 09:34:00
1728207300000,62012.9,62013.2,62012.2,62012.5,25.053,1553603.5492,2024-10-06 09:35:00
1728207360000,62012.5,62025.6,62012.2,62025.6,8.677,538176.657,2024-10-06 09:36:00
1728207420000,62025.6,62030.0,62025.3,62027.5,8.42,522263.3437,2024-10-06 09:37:00
1728207480000,62027.5,62034.7,62027.5,62034.6,11.288,700225.5046,2024-10-06 09:38:00
1728207540000,62034.6,62038.2,62034.5,62038.2,11.112,689358.4149,2024-10-06 09:39:00
1728207600000,62038.2,62042.3,62037.9,62040.0,14.035,870757.9367,2024-10-06 09:40:00
1728207660000,62040.0,62040.8,62040.0,62040.8,16.3,1011259.3765,2024-10-06 09:41:00
1728207720000,62040.8,62040.8,62040.5,62040.5,16.546,1026522.7841,2024-10-06 09:42:00
1728207780000,62040.5,62064.1,62040.5,62064.1,29.764,1846966.0849,2024-10-06 09:43:00
1728207840000,62064.1,62071.3,62064.1,62071.3,70.93,4402423.1403,2024-10-06 09:44:00
1728207900000,62071.3,62088.1,62071.0,62080.9,66.57,4132689.0008,2024-10-06 09:45:00
1728207960000,62080.9,62100.0,62080.9,62098.0,147.121,9135378.6655,2024-10-06 09:46:00
1728208020000,62098.0,62140.8,62094.3,62121.4,156.458,9718952.4991,2024-10-06 09:47:00
1728208080000,62121.4,62132.1,62121.4,62124.8,286.011,17769435.0176,2024-10-06 09:48:00
1728208140000,62124.8,62128.0,62121.4,62128.0,94.177,5850785.2573,2024-10-06 09:49:00
1728208200000,62128.0,62128.6,62089.0,62089.0,112.245,6971832.6165,2024-10-06 09:50:00
1728208260000,62089.0,62090.9,62080.5,62083.7,116.755,7248776.5608,2024-10-06 09:51:00
1728208320000,62083.7,62084.0,62080.4,62080.4,118.986,7386840.7708,2024-10-06 09:52:00
1728208380000,62080.4,62080.6,62077.6,62077.8,52.52,3260364.1786,2024-10-06 09:53:00
1728208440000,62077.8,62078.2,62057.7,62060.4,57.694,3580920.489,2024-10-06 09:54:00
1728208500000,62060.4,62060.7,62052.7,62060.6,76.317,4736130.1275,2024-10-06 09:55:00
1728208560000,62060.6,62060.6,62036.3,62036.3,43.813,2718690.1043,2024-10-06 09:56:00
1728208620000,62036.3,62047.5,62036.3,62041.4,53.293,3306411.5075,2024-10-06 09:57:00
1728208680000,62041.4,62047.3,62041.4,62046.0,17.165,1065028.5522,2024-10-06 09:58:00
1728208740000,62046.0,62046.0,62045.7,62045.8,18.46,1145364.6615,2024-10-06 09:59:00
1728208800000,62045.8,62047.3,62045.8,62047.3,8.388,520452.347,2024-10-06 10:00:00
1728208860000,62047.3,62054.5,62033.4,62049.6,16.359,1015039.5726,2024-10-06 10:01:00
1728208920000,62049.6,62054.8,62044.7,62053.1,38.739,2403870.8658,2024-10-06 10:02:00
1728208980000,62053.1,62053.1,62047.1,62047.1,36.162,2243832.3248,2024-10-06 10:03:00
1728209040000,62047.1,62047.4,62037.2,62037.2,37.931,2353141.4045,2024-10-06 10:04:00
1728209100000,62037.2,62037.5,62037.2,62037.5,50.611,3139769.8937,2024-10-06 10:05:00
1728209160000,62037.5,62037.5,62005.0,62005.2,37.03,2296580.8519,2024-10-06 10:06:00
1728209220000,62005.2,62006.2,62005.0,62005.3,78.874,4890599.9242,2024-10-06 10:07:00
1728209280000,62005.3,62025.5,62005.0,62025.4,28.063,1740382.0902,2024-10-06 10:08:00
1728209340000,62025.4,62025.4,62006.0,62006.3,28.163,1746405.7091,2024-10-06 10:09:00
1728209400000,62006.3,62022.1,62006.2,62022.1,37.11,2301562.666,2024-10-06 10:10:00
1728209460000,62022.1,62034.3,62022.1,62034.2,34.494,2139730.798,2024-10-06 10:11:00
1728209520000,62034.2,62034.4,62033.9,62034.4,41.021,2544696.4506,2024-10-06 10:12:00
1728209580000,62034.4,62035.2,62034.4,62034.9,13.769,854159.0644,2024-10-06 10:13:00
1728209640000,62034.9,62035.0,62034.0,62034.3,3.997,247951.1661,2024-10-06 10:14:00
1728209700000,62034.3,62055.8,62033.0,62043.4,4.296,266520.5125,2024-10-06 10:15:00
1728209760000,62043.4,62043.5,62020.1,62022.8,12.325,764517.5819,2024-10-06 10:16:00
1728209820000,62022.8,62030.0,62022.6,62029.9,15.081,935400.8383,2024-10-06 10:17:00
1728209880000,62029.9,62030.1,62029.9,62030.1,6.092,377886.5872,2024-10-06 10:18:00
1728209940000,62030.1,62030.1,62020.1,62020.1,2.878,178502.3358,2024-10-06 10:19:00
1728210000000,62020.1,62020.2,62008.0,62008.0,8.328,516430.3252,2024-10-06 10:20:00
1728210060000,62008.0,62008.3,61997.1,61997.1,25.659,1590959.0372,2024-10-06 10:21:00
1728210120000,61997.1,61997.1,61996.0,61996.0,37.561,2328634.9307,2024-10-06 10:22:00
1728210180000,61996.0,61997.3,61996.0,61997.3,67.727,4198835.232,2024-10-06 10:23:00
1728210240000,61997.3,62000.0,61997.0,61999.9,46.239,2866704.521,2024-10-06 10:24:00
1728210300000,61999.9,62000.0,61997.0,61997.3,31.993,1983513.9977,2024-10-06 10:25:00
1728210360000,61997.3,62004.9,61997.2,62004.8,23.968,1485994.751,2024-10-06 10:26:00
1728210420000,62004.8,62016.2,62004.8,62015.9,6.969,432161.8596,2024-10-06 10:27:00
1728210480000,62015.9,62016.0,62014.0,62014.2,14.139,876823.6126,2024-10-06 10:28:00
1728210540000,62014.2,62014.3,62008.6,62008.7,4.461,276626.3666,2024-10-06 10:29:00
1728210600000,62008.7,62008.7,61998.0,61998.0,9.946,616645.9382,2024-10-06 10:30:00
1728210660000,61998.0,61999.2,61998.0,61998.1,22.446,1391611.7302,2024-10-06 10:31:00
1728210720000,61998.1,61998.1,61998.0,61998.1,22.664,1405124.7342,2024-10-06 10:32:00
1728210780000,61998.1,61998.1,61998.0,61998.1,10.71,663999.1831,2024-10-06 10:33:00
1728210840000,61998.1,61998.1,61998.0,61998.0,5.469,339067.2914,2024-10-06 10:34:00
1728210900000,61998.0,61998.1,61998.0,61998.0,5.76,357108.6091,2024-10-06 10:35:00
1728210960000,61998.0,61998.1,61998.0,61998.1,8.01,496604.1084,2024-10-06 10:36:00
1728211020000,61998.1,62000.0,61998.0,61998.1,18.217,1129421.3357,2024-10-06 10:37:00
1728211080000,61998.1,61998.1,61997.0,61997.0,10.356,642050.1523,2024-10-06 10:38:00
1728211140000,61997.0,61997.0,61987.0,61987.1,12.57,779182.6112,2024-10-06 10:39:00
1728211200000,61987.1,61987.8,61986.5,61986.8,38.392,2379808.2551,2024-10-06 10:40:00
1728211260000,61986.8,61987.0,61985.0,61985.3,60.59,3755693.7537,2024-10-06 10:41:00
1728211320000,61985.3,61986.0,61984.5,61984.5,41.101,2547657.3455,2024-10-06 10:42:00
1728211380000,61984.5,61984.5,61984.1,61984.1,85.165,5278884.1568,2024-10-06 10:43:00
1728211440000,61984.1,61984.4,61984.1,61984.1,52.8,3272770.8754,2024-10-06 10:44:00
1728211500000,61984.1,61984.4,61984.1,61984.1,11.51,713439.6,2024-10-06 10:45:00
1728211560000,61984.1,61993.7,61984.1,61993.4,22.229,1377932.481,2024-10-06 10:46:00
1728211620000,61993.4,62002.2,61993.4,62001.5,37.045,2296812.3686,2024-10-06 10:47:00
1728211680000,62001.5,62015.6,62001.5,62015.6,37.436,2321316.3866,2024-10-06 10:48:00
1728211740000,62015.6,62015.7,61990.6,61990.6,26.39,1636096.0394,2024-10-06 10:49:00
1728211800000,61990.6,62000.0,61990.2,62000.0,23.198,1438100.5891,2024-10-06 10:50:00
1728211860000,62000.0,62004.6,61999.9,62004.1,12.493,774604.644,2024-10-06 10:51:00
1728211920000,62004.1,62004.2,62001.0,62001.0,27.536,1707266.425,2024-10-06 10:52:00
1728211980000,62001.0,62016.5,62001.0,62016.5,12.704,787741.6815,2024-10-06 10:53:00
1728212040000,62016.5,62018.8,62016.4,62016.6,38.192,2368571.2978,2024-10-06 10:54:00
1728212100000,62016.6,62016.6,62006.5,62006.5,124.987,7750215.7595,2024-10-06 10:55:00
1728212160000,62006.5,62013.8,62006.5,62013.7,28.956,1795670.5609,2024-10-06 10:56:00
1728212220000,62013.7,62013.8,62013.5,62013.6,7.443,461567.6119,2024-10-06 10:57:00
1728212280000,62013.6,62013.6,62004.8,62004.8,7.978,494682.6231,2024-10-06 10:58:00
1728212340000,62004.8,62004.9,62000.0,62000.0,14.229,882209.0214,2024-10-06 10:59:00
1728212400000,62000.0,62000.1,62000.0,62000.0,6.896,427552.3459,2024-10-06 11:00:00
1728212460000,62000.0,62025.3,62000.0,62025.3,7.887,489142.1015,2024-10-06 11:01:00
1728212520000,62025.3,62028.5,62025.3,62028.1,27.578,1710606.3662,2024-10-06 11:02:00
1728212580000,62028.1,62028.1,62027.8,62028.1,33.983,2107900.1996,2024-10-06 11:03:00
1728212640000,62028.1,62028.1,62027.7,62028.0,10.66,661216.5499,2024-10-06 11:04:00
1728212700000,62028.0,62028.0,62011.0,62011.3,28.069,1740799.8528,2024-10-06 11:05:00
1728212760000,62011.3,62011.5,62004.0,62011.5,9.869,611928.7873,2024-10-06 11:06:00
1728212820000,62011.5,62016.6,62011.5,62016.5,7.658,474922.5461,2024-10-06 11:07:00
1728212880000,62016.5,62016.6,62011.5,62011.6,2.561,158817.6234,2024-10-06 11:08:00
1728212940000,62011.6,62011.6,62000.0,62003.2,6.915,428763.811,2024-10-06 11:09:00
1728213000000,62003.2,62014.1,62003.2,62014.1,16.991,1053655.9559,2024-10-06 11:10:00
1728213060000,62014.1,62014.1,61991.0,61991.1,2.991,185467.6151,2024-10-06 11:11:00
1728213120000,61991.1,61991.1,61977.5,61977.5,23.58,1461561.081,2024-10-06 11:12:00
1728213180000,61977.5,61977.8,61977.5,61977.8,58.94,3652965.9737,2024-10-06 11:13:00
1728213240000,61977.8,61978.5,61977.5,61978.2,15.899,985388.9079,2024-10-06 11:14:00
1728213300000,61978.2,61991.2,61978.2,61990.9,11.606,719374.2838,2024-10-06 11:15:00
1728213360000,61990.9,61991.4,61990.9,61991.3,28.028,1737483.6267,2024-10-06 11:16:00
1728213420000,61991.3,61996.4,61991.3,61996.1,24.614,1525923.2787,2024-10-06 11:17:00
1728213480000,61996.1,62000.0,61991.6,62000.0,12.672,785618.6116,2024-10-06 11:18:00
1728213540000,62000.0,62009.5,62000.0,62009.3,8.868,549819.7135,2024-10-06 11:19:00
